Mod:Item:MetaData, Localized Name
exnihilocreatio:item_seed_jungle, Jungle Seed
exnihilocreatio:item_seed_acacia, Acacia Seed
exnihilocreatio:item_seed_darkoak, Dark Oak Seed
exnihilocreatio:item_seed_cactus, Cactus Seed
exnihilocreatio:item_seed_sugarcane, Sugarcane Seed
exnihilocreatio:item_seed_carrot, Carrot Seeds
exnihilocreatio:item_seed_potato, Potato Seeds
exnihilocreatio:block_skystone_crushed, Crushed Sky Stone
exnihilocreatio:witchwater, tile.witchwater.name
exnihilocreatio:block_dust, Dust
exnihilocreatio:block_netherrack_crushed, Crushed Netherrack
exnihilocreatio:block_endstone_crushed, Crushed Endstone
exnihilocreatio:block_andesite_crushed, Crushed Andesite
exnihilocreatio:block_diorite_crushed, Crushed Diorite
exnihilocreatio:block_granite_crushed, Crushed Granite
exnihilocreatio:block_barrel0, Wooden Barrel
exnihilocreatio:block_barrel1, Stone Barrel
exnihilocreatio:block_infesting_leaves, Infested Leaves
exnihilocreatio:block_infested_leaves, Infested Leaves
exnihilocreatio:block_sieve, Sieve
exnihilocreatio:block_crucible_wood, Wooden Crucible
exnihilocreatio:block_waterwheel, Waterwheel
exnihilocreatio:block_axle_stone, Stone Axle
exnihilocreatio:block_grinder, Grinder [WIP! Does nothing yet!]
exnihilocreatio:block_auto_sifter, Auto Sifter
exnihilocreatio:block_end_cake, End Cake
exnihilocreatio:block_crucible:0, Unfired Crucible
exnihilocreatio:block_crucible:1, Crucible
excompressum:compressed_block:0, Compressed Dust
excompressum:compressed_block:1, Compressed Cobblestone
excompressum:compressed_block:2, Compressed Gravel
excompressum:compressed_block:3, Compressed Sand
excompressum:compressed_block:4, Compressed Dirt
excompressum:compressed_block:5, Compressed Flint
excompressum:compressed_block:6, Compressed Nether Gravel
excompressum:compressed_block:7, Compressed Ender Gravel
excompressum:compressed_block:8, Compressed Soul Sand
excompressum:compressed_block:9, Compressed Netherrack
excompressum:compressed_block:10, Compressed End Stone
excompressum:heavy_sieve:0, Heavy Oak Sieve
excompressum:heavy_sieve:1, Heavy Spruce Sieve
excompressum:heavy_sieve:2, Heavy Birch Sieve
excompressum:heavy_sieve:3, Heavy Jungle Sieve
excompressum:heavy_sieve:4, Heavy Acacia Sieve
excompressum:heavy_sieve:5, Heavy Dark Oak Sieve
excompressum:wooden_crucible:0, Oak Crucible
excompressum:wooden_crucible:1, Spruce Crucible
excompressum:wooden_crucible:2, Birch Crucible
excompressum:wooden_crucible:3, Jungle Crucible
excompressum:wooden_crucible:4, Acacia Crucible
excompressum:wooden_crucible:5, Dark Oak Crucible
excompressum:bait:0, Wolf Bait
excompressum:bait:1, Ocelot Bait
excompressum:bait:2, Cow Bait
excompressum:bait:3, Pig Bait
excompressum:bait:4, Chicken Bait
excompressum:bait:5, Sheep Bait
excompressum:bait:6, Squid Bait
excompressum:bait:7, Rabbit Bait
excompressum:bait:8, Horse Bait
excompressum:bait:9, Donkey Bait
excompressum:bait:10, Polar Bear Bait
excompressum:bait:11, Llama Bait
excompressum:bait:12, Parrot Bait
excompressum:auto_hammer, Auto Hammer
excompressum:auto_compressed_hammer, Auto Compressed Hammer
excompressum:auto_sieve, Auto Sieve
excompressum:auto_heavy_sieve, Auto Heavy Sieve
excompressum:auto_compressor, Auto Compressor
excompressum:auto_compressor_rationing, Auto Compressor (Rationing)
excompressum:chicken_stick, Chicken Stick
excompressum:compressed_hammer_wood, Compressed Wooden Hammer
excompressum:compressed_hammer_stone, Compressed Stone Hammer
excompressum:compressed_hammer_iron, Compressed Iron Hammer
excompressum:compressed_hammer_gold, Compressed Gold Hammer
excompressum:compressed_hammer_diamond, Compressed Diamond Hammer
excompressum:double_compressed_diamond_hammer, Double Compressed Diamond Hammer
excompressum:compressed_crook, Compressed Crook
excompressum:iron_mesh, Iron Mesh
excompressum:wood_chippings, Wood Chippings
excompressum:uncompressed_coal, Uncompressed Coal
excompressum:bat_zapper, Bat Zapper
excompressum:ore_smasher, Ore Smasher
excompressum:ugly_steel_plating, Ugly Steel Plating
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
framedcompactdrawers:framed_compact_drawer, Framed Compacting Drawer
framedcompactdrawers:framed_drawer_controller:0, Framed Drawer Controller
framedcompactdrawers:framed_slave:0, Framed Controller Slave
gregtech:machine:1, Small Steam Solid Fuel Boiler
gregtech:machine:2, High Pressure Steam Solid Fuel Boiler
gregtech:machine:3, Steam Solar Boiler
gregtech:machine:4, High Pressure Steam Solar Boiler
gregtech:machine:5, Small Steam Liquid Boiler
gregtech:machine:6, High Pressure Steam Liquid Boiler
gregtech:machine:7, Steam Extractor
gregtech:machine:8, High Pressure Steam Extractor
gregtech:machine:9, Steam Macerator
gregtech:machine:10, High Pressure Steam Macerator
gregtech:machine:11, Steam Compressor
gregtech:machine:12, High Pressure Steam Compressor
gregtech:machine:13, Steam Forge Hammer
gregtech:machine:14, High Pressure Steam Forge Hammer
gregtech:machine:15, Steam Furnace
gregtech:machine:16, High Pressure Steam Furnace
gregtech:machine:17, Steam Alloy Smelter
gregtech:machine:18, High Pressure Steam Alloy Smelter
gregtech:machine:19, Steam Rock Breaker
gregtech:machine:20, High Pressure Steam Rock Breaker
gregtech:machine:21, Steam Miner
gregtech:machine:50, Basic Electric Furnace
gregtech:machine:51, Advanced Electric Furnace
gregtech:machine:52, Advanced Electric Furnace II
gregtech:machine:53, Advanced Electric Furnace III
gregtech:machine:54, Elite Electric Furnace
gregtech:machine:55, Elite Electric Furnace II
gregtech:machine:56, Elite Electric Furnace III
gregtech:machine:57, Ultimate Electric Furnace
gregtech:machine:65, Basic Macerator
gregtech:machine:66, Advanced Macerator
gregtech:machine:67, Advanced Macerator II
gregtech:machine:68, Advanced Macerator III
gregtech:machine:69, Elite Macerator
gregtech:machine:70, Elite Macerator II
gregtech:machine:71, Elite Macerator III
gregtech:machine:72, Ultimate Macerator
gregtech:machine:80, Basic Alloy Smelter
gregtech:machine:81, Advanced Alloy Smelter
gregtech:machine:82, Advanced Alloy Smelter II
gregtech:machine:83, Advanced Alloy Smelter III
gregtech:machine:84, Elite Alloy Smelter
gregtech:machine:85, Elite Alloy Smelter II
gregtech:machine:86, Elite Alloy Smelter III
gregtech:machine:87, Ultimate Alloy Smelter
gregtech:machine:95, Basic Arc Furnace
gregtech:machine:96, Advanced Arc Furnace
gregtech:machine:97, Advanced Arc Furnace II
gregtech:machine:98, Advanced Arc Furnace III
gregtech:machine:99, Elite Arc Furnace
gregtech:machine:100, Elite Arc Furnace II
gregtech:machine:101, Elite Arc Furnace III
gregtech:machine:102, Ultimate Arc Furnace
gregtech:machine:110, Basic Assembling Machine
gregtech:machine:111, Advanced Assembling Machine
gregtech:machine:112, Advanced Assembling Machine II
gregtech:machine:113, Advanced Assembling Machine III
gregtech:machine:114, Elite Assembling Machine
gregtech:machine:115, Elite Assembling Machine II
gregtech:machine:116, Elite Assembling Machine III
gregtech:machine:117, Ultimate Assembling Machine
gregtech:machine:125, Basic Autoclave
gregtech:machine:126, Advanced Autoclave
gregtech:machine:127, Advanced Autoclave II
gregtech:machine:128, Advanced Autoclave III
gregtech:machine:129, Elite Autoclave
gregtech:machine:130, Elite Autoclave II
gregtech:machine:131, Elite Autoclave III
gregtech:machine:132, Ultimate Autoclave
gregtech:machine:140, Basic Bending Machine
gregtech:machine:141, Advanced Bending Machine
gregtech:machine:142, Advanced Bending Machine II
gregtech:machine:143, Advanced Bending Machine III
gregtech:machine:144, Elite Bending Machine
gregtech:machine:145, Elite Bending Machine II
gregtech:machine:146, Elite Bending Machine III
gregtech:machine:147, Ultimate Bending Machine
gregtech:machine:155, Basic Brewery
gregtech:machine:156, Advanced Brewery
gregtech:machine:157, Advanced Brewery II
gregtech:machine:158, Advanced Brewery III
gregtech:machine:159, Elite Brewery
gregtech:machine:160, Elite Brewery II
gregtech:machine:161, Elite Brewery III
gregtech:machine:162, Ultimate Brewery
gregtech:machine:170, Basic Canning Machine
gregtech:machine:171, Advanced Canning Machine
gregtech:machine:172, Advanced Canning Machine II
gregtech:machine:173, Advanced Canning Machine III
gregtech:machine:174, Elite Canning Machine
gregtech:machine:175, Elite Canning Machine II
gregtech:machine:176, Elite Canning Machine III
gregtech:machine:177, Ultimate Canning Machine
gregtech:machine:185, Basic Centrifuge
gregtech:machine:186, Advanced Centrifuge
gregtech:machine:187, Advanced Centrifuge II
gregtech:machine:188, Advanced Centrifuge III
gregtech:machine:189, Elite Centrifuge
gregtech:machine:190, Elite Centrifuge II
gregtech:machine:191, Elite Centrifuge III
gregtech:machine:192, Ultimate Centrifuge
gregtech:machine:200, Basic Chemical Bath
gregtech:machine:201, Advanced Chemical Bath
gregtech:machine:202, Advanced Chemical Bath II
gregtech:machine:203, Advanced Chemical Bath III
gregtech:machine:204, Elite Chemical Bath
gregtech:machine:205, Elite Chemical Bath II
gregtech:machine:206, Elite Chemical Bath III
gregtech:machine:207, Ultimate Chemical Bath
gregtech:machine:215, Basic Chemical Reactor
gregtech:machine:216, Advanced Chemical Reactor
gregtech:machine:217, Advanced Chemical Reactor II
gregtech:machine:218, Advanced Chemical Reactor III
gregtech:machine:219, Elite Chemical Reactor
gregtech:machine:220, Elite Chemical Reactor II
gregtech:machine:221, Elite Chemical Reactor III
gregtech:machine:222, Ultimate Chemical Reactor
gregtech:machine:230, Basic Compressor
gregtech:machine:231, Advanced Compressor
gregtech:machine:232, Advanced Compressor II
gregtech:machine:233, Advanced Compressor III
gregtech:machine:234, Elite Compressor
gregtech:machine:235, Elite Compressor II
gregtech:machine:236, Elite Compressor III
gregtech:machine:237, Ultimate Compressor
gregtech:machine:245, Basic Cutting Machine
gregtech:machine:246, Advanced Cutting Machine
gregtech:machine:247, Advanced Cutting Machine II
gregtech:machine:248, Advanced Cutting Machine III
gregtech:machine:249, Elite Cutting Machine
gregtech:machine:250, Elite Cutting Machine II
gregtech:machine:251, Elite Cutting Machine III
gregtech:machine:252, Ultimate Cutting Machine
gregtech:machine:260, Basic Distillery
gregtech:machine:261, Advanced Distillery
gregtech:machine:262, Advanced Distillery II
gregtech:machine:263, Advanced Distillery III
gregtech:machine:264, Elite Distillery
gregtech:machine:265, Elite Distillery II
gregtech:machine:266, Elite Distillery III
gregtech:machine:267, Ultimate Distillery
gregtech:machine:275, Basic Electrolyzer
gregtech:machine:276, Advanced Electrolyzer
gregtech:machine:277, Advanced Electrolyzer II
gregtech:machine:278, Advanced Electrolyzer III
gregtech:machine:279, Elite Electrolyzer
gregtech:machine:280, Elite Electrolyzer II
gregtech:machine:281, Elite Electrolyzer III
gregtech:machine:282, Ultimate Electrolyzer
gregtech:machine:290, Basic Electromagnetic Separator
gregtech:machine:291, Advanced Electromagnetic Separator
gregtech:machine:292, Advanced Electromagnetic Separator II
gregtech:machine:293, Advanced Electromagnetic Separator III
gregtech:machine:294, Elite Electromagnetic Separator
gregtech:machine:295, Elite Electromagnetic Separator II
gregtech:machine:296, Elite Electromagnetic Separator III
gregtech:machine:297, Ultimate Electromagnetic Separator
gregtech:machine:305, Basic Extractor
gregtech:machine:306, Advanced Extractor
gregtech:machine:307, Advanced Extractor II
gregtech:machine:308, Advanced Extractor III
gregtech:machine:309, Elite Extractor
gregtech:machine:310, Elite Extractor II
gregtech:machine:311, Elite Extractor III
gregtech:machine:312, Ultimate Extractor
gregtech:machine:320, Basic Extruder
gregtech:machine:321, Advanced Extruder
gregtech:machine:322, Advanced Extruder II
gregtech:machine:323, Advanced Extruder III
gregtech:machine:324, Elite Extruder
gregtech:machine:325, Elite Extruder II
gregtech:machine:326, Elite Extruder III
gregtech:machine:327, Ultimate Extruder
gregtech:machine:335, Basic Fermenter
gregtech:machine:336, Advanced Fermenter
gregtech:machine:337, Advanced Fermenter II
gregtech:machine:338, Advanced Fermenter III
gregtech:machine:339, Elite Fermenter
gregtech:machine:340, Elite Fermenter II
gregtech:machine:341, Elite Fermenter III
gregtech:machine:342, Ultimate Fermenter
gregtech:machine:380, Basic Fluid Heater
gregtech:machine:381, Advanced Fluid Heater
gregtech:machine:382, Advanced Fluid Heater II
gregtech:machine:383, Advanced Fluid Heater III
gregtech:machine:384, Elite Fluid Heater
gregtech:machine:385, Elite Fluid Heater II
gregtech:machine:386, Elite Fluid Heater III
gregtech:machine:387, Ultimate Fluid Heater
gregtech:machine:395, Basic Fluid Solidifier
gregtech:machine:396, Advanced Fluid Solidifier
gregtech:machine:397, Advanced Fluid Solidifier II
gregtech:machine:398, Advanced Fluid Solidifier III
gregtech:machine:399, Elite Fluid Solidifier
gregtech:machine:400, Elite Fluid Solidifier II
gregtech:machine:401, Elite Fluid Solidifier III
gregtech:machine:402, Ultimate Fluid Solidifier
gregtech:machine:410, Basic Forge Hammer
gregtech:machine:411, Advanced Forge Hammer
gregtech:machine:412, Advanced Forge Hammer II
gregtech:machine:413, Advanced Forge Hammer III
gregtech:machine:414, Elite Forge Hammer
gregtech:machine:415, Elite Forge Hammer II
gregtech:machine:416, Elite Forge Hammer III
gregtech:machine:417, Ultimate Forge Hammer
gregtech:machine:425, Basic Forming Press
gregtech:machine:426, Advanced Forming Press
gregtech:machine:427, Advanced Forming Press II
gregtech:machine:428, Advanced Forming Press III
gregtech:machine:429, Elite Forming Press
gregtech:machine:430, Elite Forming Press II
gregtech:machine:431, Elite Forming Press III
gregtech:machine:432, Ultimate Forming Press
gregtech:machine:440, Basic Lathe
gregtech:machine:441, Advanced Lathe
gregtech:machine:442, Advanced Lathe II
gregtech:machine:443, Advanced Lathe III
gregtech:machine:444, Elite Lathe
gregtech:machine:445, Elite Lathe II
gregtech:machine:446, Elite Lathe III
gregtech:machine:447, Ultimate Lathe
gregtech:machine:470, Basic Mixer
gregtech:machine:471, Advanced Mixer
gregtech:machine:472, Advanced Mixer II
gregtech:machine:473, Advanced Mixer III
gregtech:machine:474, Elite Mixer
gregtech:machine:475, Elite Mixer II
gregtech:machine:476, Elite Mixer III
gregtech:machine:477, Ultimate Mixer
gregtech:machine:485, Basic Ore Washing Plant
gregtech:machine:486, Advanced Ore Washing Plant
gregtech:machine:487, Advanced Ore Washing Plant II
gregtech:machine:488, Advanced Ore Washing Plant III
gregtech:machine:489, Elite Ore Washing Plant
gregtech:machine:490, Elite Ore Washing Plant II
gregtech:machine:491, Elite Ore Washing Plant III
gregtech:machine:492, Ultimate Ore Washing Plant
gregtech:machine:500, Basic Packager
gregtech:machine:501, Advanced Packager
gregtech:machine:502, Advanced Packager II
gregtech:machine:503, Advanced Packager III
gregtech:machine:504, Elite Packager
gregtech:machine:505, Elite Packager II
gregtech:machine:506, Elite Packager III
gregtech:machine:507, Ultimate Packager
gregtech:machine:530, Basic Gas Collector
gregtech:machine:531, Advanced Gas Collector
gregtech:machine:532, Advanced Gas Collector II
gregtech:machine:533, Advanced Gas Collector III
gregtech:machine:534, Elite Gas Collector
gregtech:machine:535, Elite Gas Collector II
gregtech:machine:536, Elite Gas Collector III
gregtech:machine:537, Ultimate Gas Collector
gregtech:machine:545, Basic Polarizer
gregtech:machine:546, Advanced Polarizer
gregtech:machine:547, Advanced Polarizer II
gregtech:machine:548, Advanced Polarizer III
gregtech:machine:549, Elite Polarizer
gregtech:machine:550, Elite Polarizer II
gregtech:machine:551, Elite Polarizer III
gregtech:machine:552, Ultimate Polarizer
gregtech:machine:560, Basic Precision Laser Engraver
gregtech:machine:561, Advanced Precision Laser Engraver
gregtech:machine:562, Advanced Precision Laser Engraver II
gregtech:machine:563, Advanced Precision Laser Engraver III
gregtech:machine:564, Elite Precision Laser Engraver
gregtech:machine:565, Elite Precision Laser Engraver II
gregtech:machine:566, Elite Precision Laser Engraver III
gregtech:machine:567, Ultimate Precision Laser Engraver
gregtech:machine:575, Basic Sifting Machine
gregtech:machine:576, Advanced Sifting Machine
gregtech:machine:577, Advanced Sifting Machine II
gregtech:machine:578, Advanced Sifting Machine III
gregtech:machine:579, Elite Sifting Machine
gregtech:machine:580, Elite Sifting Machine II
gregtech:machine:581, Elite Sifting Machine III
gregtech:machine:582, Ultimate Sifting Machine
gregtech:machine:605, Basic Thermal Centrifuge
gregtech:machine:606, Advanced Thermal Centrifuge
gregtech:machine:607, Advanced Thermal Centrifuge II
gregtech:machine:608, Advanced Thermal Centrifuge III
gregtech:machine:609, Elite Thermal Centrifuge
gregtech:machine:610, Elite Thermal Centrifuge II
gregtech:machine:611, Elite Thermal Centrifuge III
gregtech:machine:612, Ultimate Thermal Centrifuge
gregtech:machine:620, Basic Wiremill
gregtech:machine:621, Advanced Wiremill
gregtech:machine:622, Advanced Wiremill II
gregtech:machine:623, Advanced Wiremill III
gregtech:machine:624, Elite Wiremill
gregtech:machine:625, Elite Wiremill II
gregtech:machine:626, Elite Wiremill III
gregtech:machine:627, Ultimate Wiremill
gregtech:machine:635, Basic Circuit Assembler
gregtech:machine:636, Advanced Circuit Assembler
gregtech:machine:637, Advanced Circuit Assembler II
gregtech:machine:638, Advanced Circuit Assembler III
gregtech:machine:639, Elite Circuit Assembler
gregtech:machine:640, Elite Circuit Assembler II
gregtech:machine:641, Elite Circuit Assembler III
gregtech:machine:642, Ultimate Circuit Assembler
gregtech:machine:665, Basic Rock Breaker
gregtech:machine:666, Advanced Rock Breaker
gregtech:machine:667, Advanced Rock Breaker II
gregtech:machine:668, Advanced Rock Breaker III
gregtech:machine:669, Elite Rock Breaker
gregtech:machine:670, Elite Rock Breaker II
gregtech:machine:671, Elite Rock Breaker III
gregtech:machine:672, Ultimate Rock Breaker
gregtech:machine:920, Basic Miner
gregtech:machine:921, Advanced Miner
gregtech:machine:922, Advanced Miner II
gregtech:machine:935, Basic Combustion Generator
gregtech:machine:936, Advanced Combustion Generator
gregtech:machine:937, Turbo Combustion Generator
gregtech:machine:950, Basic Steam Turbine
gregtech:machine:951, Advanced Steam Turbine
gregtech:machine:952, Turbo Steam Turbine
gregtech:machine:965, Basic Gas Turbine
gregtech:machine:966, Advanced Gas Turbine
gregtech:machine:967, Turbo Gas Turbine
gregtech:machine:980, Basic Item Collector
gregtech:machine:981, Advanced Item Collector
gregtech:machine:982, Advanced Item Collector II
gregtech:machine:983, Advanced Item Collector III
gregtech:machine:984, Magic Energy Absorber
gregtech:machine:985, ULV Machine Hull
gregtech:machine:986, LV Machine Hull
gregtech:machine:987, MV Machine Hull
gregtech:machine:988, HV Machine Hull
gregtech:machine:989, EV Machine Hull
gregtech:machine:990, IV Machine Hull
gregtech:machine:991, LuV Machine Hull
gregtech:machine:992, ZPM Machine Hull
gregtech:machine:993, UV Machine Hull
gregtech:machine:994, UHV Machine Hull
gregtech:machine:1000, Primitive Blast Furnace
gregtech:machine:1001, Electric Blast Furnace
gregtech:machine:1002, Vacuum Freezer
gregtech:machine:1003, Implosion Compressor
gregtech:machine:1004, Pyrolyse Oven
gregtech:machine:1005, Distillation Tower
gregtech:machine:1006, Multi Smelter
gregtech:machine:1007, Large Combustion Engine
gregtech:machine:1008, Extreme Combustion Engine
gregtech:machine:1009, Oil Cracking Unit
gregtech:machine:1010, Large Steam Turbine
gregtech:machine:1011, Large Gas Turbine
gregtech:machine:1012, Large Plasma Turbine
gregtech:machine:1013, Large Bronze Boiler
gregtech:machine:1014, Large Steel Boiler
gregtech:machine:1015, Large Titanium Boiler
gregtech:machine:1016, Large Tungstensteel Boiler
gregtech:machine:1017, Coke Oven
gregtech:machine:1018, Coke Oven Hatch
gregtech:machine:1019, Assembly Line
gregtech:machine:1020, Fusion Reactor Computer Mark 1
gregtech:machine:1021, Fusion Reactor Computer Mark 2
gregtech:machine:1022, Fusion Reactor Computer Mark 3
gregtech:machine:1023, Large Chemical Reactor
gregtech:machine:1024, Steam Oven
gregtech:machine:1025, Steam Grinder
gregtech:machine:1026, Basic Ore Drilling Plant
gregtech:machine:1027, Advanced Ore Drilling Plant
gregtech:machine:1028, Advanced Ore Drilling Plant II
gregtech:machine:1029, Central Monitor
gregtech:machine:1030, Processing Array
gregtech:machine:1031, Advanced Processing Array
gregtech:machine:1032, Basic Fluid Drilling Rig
gregtech:machine:1033, Advanced Fluid Drilling Rig
gregtech:machine:1034, Advanced Fluid Drilling Rig II
gregtech:machine:1035, Cleanroom
gregtech:machine:1150, ULV Input Bus
gregtech:machine:1151, LV Input Bus
gregtech:machine:1152, MV Input Bus
gregtech:machine:1153, HV Input Bus
gregtech:machine:1154, EV Input Bus
gregtech:machine:1155, IV Input Bus
gregtech:machine:1156, LuV Input Bus
gregtech:machine:1157, ZPM Input Bus
gregtech:machine:1158, UV Input Bus
gregtech:machine:1159, UHV Input Bus
gregtech:machine:1165, ULV Output Bus
gregtech:machine:1166, LV Output Bus
gregtech:machine:1167, MV Output Bus
gregtech:machine:1168, HV Output Bus
gregtech:machine:1169, EV Output Bus
gregtech:machine:1170, IV Output Bus
gregtech:machine:1171, LuV Output Bus
gregtech:machine:1172, ZPM Output Bus
gregtech:machine:1173, UV Output Bus
gregtech:machine:1174, UHV Output Bus
gregtech:machine:1180, ULV Input Hatch
gregtech:machine:1181, LV Input Hatch
gregtech:machine:1182, MV Input Hatch
gregtech:machine:1183, HV Input Hatch
gregtech:machine:1184, EV Input Hatch
gregtech:machine:1185, IV Input Hatch
gregtech:machine:1186, LuV Input Hatch
gregtech:machine:1187, ZPM Input Hatch
gregtech:machine:1188, UV Input Hatch
gregtech:machine:1189, UHV Input Hatch
gregtech:machine:1190, Quadruple Input Hatch
gregtech:machine:1191, Nonuple Input Hatch
gregtech:machine:1195, ULV Output Hatch
gregtech:machine:1196, LV Output Hatch
gregtech:machine:1197, MV Output Hatch
gregtech:machine:1198, HV Output Hatch
gregtech:machine:1199, EV Output Hatch
gregtech:machine:1200, IV Output Hatch
gregtech:machine:1201, LuV Output Hatch
gregtech:machine:1202, ZPM Output Hatch
gregtech:machine:1203, UV Output Hatch
gregtech:machine:1204, UHV Output Hatch
gregtech:machine:1205, Quadruple Output Hatch
gregtech:machine:1206, Nonuple Output Hatch
gregtech:machine:1210, ULV Energy Hatch
gregtech:machine:1211, LV Energy Hatch
gregtech:machine:1212, MV Energy Hatch
gregtech:machine:1213, HV Energy Hatch
gregtech:machine:1214, EV Energy Hatch
gregtech:machine:1215, IV Energy Hatch
gregtech:machine:1216, LuV Energy Hatch
gregtech:machine:1217, ZPM Energy Hatch
gregtech:machine:1218, UV Energy Hatch
gregtech:machine:1219, UHV Energy Hatch
gregtech:machine:1225, ULV Dynamo Hatch
gregtech:machine:1226, LV Dynamo Hatch
gregtech:machine:1227, MV Dynamo Hatch
gregtech:machine:1228, HV Dynamo Hatch
gregtech:machine:1229, EV Dynamo Hatch
gregtech:machine:1230, IV Dynamo Hatch
gregtech:machine:1231, LuV Dynamo Hatch
gregtech:machine:1232, ZPM Dynamo Hatch
gregtech:machine:1233, UV Dynamo Hatch
gregtech:machine:1234, UHV Dynamo Hatch
gregtech:machine:1399, EV 4A Energy Hatch
gregtech:machine:1240, IV 4A Energy Hatch
gregtech:machine:1241, LuV 4A Energy Hatch
gregtech:machine:1242, ZPM 4A Energy Hatch
gregtech:machine:1243, UV 4A Energy Hatch
gregtech:machine:1244, UHV 4A Energy Hatch
gregtech:machine:1245, IV 16A Energy Hatch
gregtech:machine:1246, LuV 16A Energy Hatch
gregtech:machine:1247, ZPM 16A Energy Hatch
gregtech:machine:1248, UV 16A Energy Hatch
gregtech:machine:1249, UHV 16A Energy Hatch
gregtech:machine:1400, EV 4A Dynamo Hatch
gregtech:machine:1250, IV 4A Dynamo Hatch
gregtech:machine:1251, LuV 4A Dynamo Hatch
gregtech:machine:1252, ZPM 4A Dynamo Hatch
gregtech:machine:1253, UV 4A Dynamo Hatch
gregtech:machine:1254, UHV 4A Dynamo Hatch
gregtech:machine:1255, IV 16A Dynamo Hatch
gregtech:machine:1256, LuV 16A Dynamo Hatch
gregtech:machine:1257, ZPM 16A Dynamo Hatch
gregtech:machine:1258, UV 16A Dynamo Hatch
gregtech:machine:1259, UHV 16A Dynamo Hatch
gregtech:machine:1270, Ultra Low Voltage Transformer
gregtech:machine:1271, Low Voltage Transformer
gregtech:machine:1272, Medium Voltage Transformer
gregtech:machine:1273, High Voltage Transformer
gregtech:machine:1274, Extreme Voltage Transformer
gregtech:machine:1275, Insane Voltage Transformer
gregtech:machine:1276, Ludicrous Voltage Transformer
gregtech:machine:1277, Zero Point Module Transformer
gregtech:machine:1278, Ultimate Voltage Transformer
gregtech:machine:1285, Ultra Low Voltage Adjustable Transformer
